year,season,area_group,length,observations
1994,A season,NMFS_AREA > 519,50,50
1994,A season,NMFS_AREA > 519,51,44
1994,A season,NMFS_AREA > 519,52,44
1994,A season,NMFS_AREA > 519,53,35
1994,A season,NMFS_AREA > 519,54,37
1994,A season,NMFS_AREA > 519,55,34
1994,A season,NMFS_AREA > 519,56,33
1994,A season,NMFS_AREA > 519,57,26
1994,A season,NMFS_AREA > 519,58,24
1994,A season,NMFS_AREA > 519,59,22
1994,A season,NMFS_AREA > 519,60,21
1994,A season,NMFS_AREA > 519,61,12
1994,A season,NMFS_AREA > 519,62,10
1994,A season,NMFS_AREA > 519,63,9
1994,A season,NMFS_AREA > 519,64,9
1994,A season,NMFS_AREA > 519,65,45
1994,B season,NMFS_AREA < 520,20,3
1994,B season,NMFS_AREA < 520,21,3
1994,B season,NMFS_AREA < 520,22,4
1994,B season,NMFS_AREA < 520,23,5
1994,B season,NMFS_AREA < 520,24,2
1994,B season,NMFS_AREA < 520,25,2
1994,B season,NMFS_AREA < 520,26,1
1994,B season,NMFS_AREA < 520,27,10
1994,B season,NMFS_AREA < 520,28,12
1994,B season,NMFS_AREA < 520,29,23
1994,B season,NMFS_AREA < 520,30,32
1994,B season,NMFS_AREA < 520,31,91
1994,B season,NMFS_AREA < 520,32,138
1994,B season,NMFS_AREA < 520,33,191
1994,B season,NMFS_AREA < 520,34,279
1994,B season,NMFS_AREA < 520,35,376
1994,B season,NMFS_AREA < 520,36,474
1994,B season,NMFS_AREA < 520,37,506
1994,B season,NMFS_AREA < 520,38,581
1994,B season,NMFS_AREA < 520,39,753
1994,B season,NMFS_AREA < 520,40,1236
1994,B season,NMFS_AREA < 520,41,2002
1994,B season,NMFS_AREA < 520,42,3203
1994,B season,NMFS_AREA < 520,43,4454
1994,B season,NMFS_AREA < 520,44,5360
1994,B season,NMFS_AREA < 520,45,5838
1994,B season,NMFS_AREA < 520,46,6012
1994,B season,NMFS_AREA < 520,47,6060
1994,B season,NMFS_AREA < 520,48,5993
1994,B season,NMFS_AREA < 520,49,5796
1994,B season,NMFS_AREA < 520,50,5354
1994,B season,NMFS_AREA < 520,51,4477
1994,B season,NMFS_AREA < 520,52,3530
1994,B season,NMFS_AREA < 520,53,2741
1994,B season,NMFS_AREA < 520,54,2156
1994,B season,NMFS_AREA < 520,55,1703
1994,B season,NMFS_AREA < 520,56,1473
1994,B season,NMFS_AREA < 520,57,1269
1994,B season,NMFS_AREA < 520,58,1085
1994,B season,NMFS_AREA < 520,59,886
1994,B season,NMFS_AREA < 520,60,732
1994,B season,NMFS_AREA < 520,61,567
1994,B season,NMFS_AREA < 520,62,389
1994,B season,NMFS_AREA < 520,63,314
1994,B season,NMFS_AREA < 520,64,181
1994,B season,NMFS_AREA < 520,65,309
1994,B season,NMFS_AREA > 519,20,32
1994,B season,NMFS_AREA > 519,21,53
1994,B season,NMFS_AREA > 519,22,66
1994,B season,NMFS_AREA > 519,23,95
1994,B season,NMFS_AREA > 519,24,108
1994,B season,NMFS_AREA > 519,25,133
1994,B season,NMFS_AREA > 519,26,157
1994,B season,NMFS_AREA > 519,27,140
1994,B season,NMFS_AREA > 519,28,141
1994,B season,NMFS_AREA > 519,29,148
1994,B season,NMFS_AREA > 519,30,154
1994,B season,NMFS_AREA > 519,31,203
1994,B season,NMFS_AREA > 519,32,226
1994,B season,NMFS_AREA > 519,33,306
1994,B season,NMFS_AREA > 519,34,359
1994,B season,NMFS_AREA > 519,35,440
1994,B season,NMFS_AREA > 519,36,525
1994,B season,NMFS_AREA > 519,37,621
1994,B season,NMFS_AREA > 519,38,693
1994,B season,NMFS_AREA > 519,39,771
1994,B season,NMFS_AREA > 519,40,837
1994,B season,NMFS_AREA > 519,41,922
1994,B season,NMFS_AREA > 519,42,970
1994,B season,NMFS_AREA > 519,43,992
1994,B season,NMFS_AREA > 519,44,1022
1994,B season,NMFS_AREA > 519,45,1010
1994,B season,NMFS_AREA > 519,46,965
1994,B season,NMFS_AREA > 519,47,917
1994,B season,NMFS_AREA > 519,48,877
1994,B season,NMFS_AREA > 519,49,775
1994,B season,NMFS_AREA > 519,50,656
1994,B season,NMFS_AREA > 519,51,543
1994,B season,NMFS_AREA > 519,52,410
1994,B season,NMFS_AREA > 519,53,314
1994,B season,NMFS_AREA > 519,54,257
1994,B season,NMFS_AREA > 519,55,185
1994,B season,NMFS_AREA > 519,56,146
1994,B season,NMFS_AREA > 519,57,114
1994,B season,NMFS_AREA > 519,58,85
1994,B season,NMFS_AREA > 519,59,74
1994,B season,NMFS_AREA > 519,60,52
1994,B season,NMFS_AREA > 519,61,36
1994,B season,NMFS_AREA > 519,62,26
1994,B season,NMFS_AREA > 519,63,21
1994,B season,NMFS_AREA > 519,64,22
1994,B season,NMFS_AREA > 519,65,46
1995,A season,NMFS_AREA < 520,20,1
1995,A season,NMFS_AREA < 520,22,5
1995,A season,NMFS_AREA < 520,23,9
1995,A season,NMFS_AREA < 520,24,20
1995,A season,NMFS_AREA < 520,25,49
1995,A season,NMFS_AREA < 520,26,65
1995,A season,NMFS_AREA < 520,27,95
1995,A season,NMFS_AREA < 520,28,107
1995,A season,NMFS_AREA < 520,29,87
1995,A season,NMFS_AREA < 520,30,101
1995,A season,NMFS_AREA < 520,31,84
1995,A season,NMFS_AREA < 520,32,91
1995,A season,NMFS_AREA < 520,33,141
1995,A season,NMFS_AREA < 520,34,263
1995,A season,NMFS_AREA < 520,35,614
1995,A season,NMFS_AREA < 520,36,1169
1995,A season,NMFS_AREA < 520,37,1868
1995,A season,NMFS_AREA < 520,38,2664
1995,A season,NMFS_AREA < 520,39,3325
1995,A season,NMFS_AREA < 520,40,3856
1995,A season,NMFS_AREA < 520,41,4105
1995,A season,NMFS_AREA < 520,42,4297
1995,A season,NMFS_AREA < 520,43,4411
1995,A season,NMFS_AREA < 520,44,4552
1995,A season,NMFS_AREA < 520,45,4672
1995,A season,NMFS_AREA < 520,46,4778
1995,A season,NMFS_AREA < 520,47,4839
1995,A season,NMFS_AREA < 520,48,4817
1995,A season,NMFS_AREA < 520,49,4696
1995,A season,NMFS_AREA < 520,50,4462
1995,A season,NMFS_AREA < 520,51,3952
1995,A season,NMFS_AREA < 520,52,3303
1995,A season,NMFS_AREA < 520,53,2605
1995,A season,NMFS_AREA < 520,54,1899
1995,A season,NMFS_AREA < 520,55,1379
1995,A season,NMFS_AREA < 520,56,1005
1995,A season,NMFS_AREA < 520,57,773
1995,A season,NMFS_AREA < 520,58,652
1995,A season,NMFS_AREA < 520,59,555
1995,A season,NMFS_AREA < 520,60,457
1995,A season,NMFS_AREA < 520,61,388
1995,A season,NMFS_AREA < 520,62,272
1995,A season,NMFS_AREA < 520,63,215
1995,A season,NMFS_AREA < 520,64,146
1995,A season,NMFS_AREA < 520,65,476
1995,A season,NMFS_AREA > 519,20,5
1995,A season,NMFS_AREA > 519,21,8
1995,A season,NMFS_AREA > 519,22,15
1995,A season,NMFS_AREA > 519,23,15
1995,A season,NMFS_AREA > 519,24,22
1995,A season,NMFS_AREA > 519,25,31
1995,A season,NMFS_AREA > 519,26,28
1995,A season,NMFS_AREA > 519,27,38
1995,A season,NMFS_AREA > 519,28,40
1995,A season,NMFS_AREA > 519,29,32
1995,A season,NMFS_AREA > 519,30,32
1995,A season,NMFS_AREA > 519,31,27
1995,A season,NMFS_AREA > 519,32,31
1995,A season,NMFS_AREA > 519,33,34
1995,A season,NMFS_AREA > 519,34,34
1995,A season,NMFS_AREA > 519,35,44
1995,A season,NMFS_AREA > 519,36,44
1995,A season,NMFS_AREA > 519,37,50
1995,A season,NMFS_AREA > 519,38,54
1995,A season,NMFS_AREA > 519,39,60
1995,A season,NMFS_AREA > 519,40,61
1995,A season,NMFS_AREA > 519,41,66
1995,A season,NMFS_AREA > 519,42,70
1995,A season,NMFS_AREA > 519,43,67
1995,A season,NMFS_AREA > 519,44,71
1995,A season,NMFS_AREA > 519,45,65
1995,A season,NMFS_AREA > 519,46,65
1995,A season,NMFS_AREA > 519,47,66
1995,A season,NMFS_AREA > 519,48,68
1995,A season,NMFS_AREA > 519,49,59
1995,A season,NMFS_AREA > 519,50,58
1995,A season,NMFS_AREA > 519,51,59
1995,A season,NMFS_AREA > 519,52,49
1995,A season,NMFS_AREA > 519,53,49
1995,A season,NMFS_AREA > 519,54,45
1995,A season,NMFS_AREA > 519,55,45
1995,A season,NMFS_AREA > 519,56,39
1995,A season,NMFS_AREA > 519,57,44
1995,A season,NMFS_AREA > 519,58,36
1995,A season,NMFS_AREA > 519,59,37
1995,A season,NMFS_AREA > 519,60,39
1995,A season,NMFS_AREA > 519,61,27
1995,A season,NMFS_AREA > 519,62,31
1995,A season,NMFS_AREA > 519,63,25
1995,A season,NMFS_AREA > 519,64,26
1995,A season,NMFS_AREA > 519,65,238
1995,B season,NMFS_AREA < 520,24,1
1995,B season,NMFS_AREA < 520,25,5
1995,B season,NMFS_AREA < 520,26,10
1995,B season,NMFS_AREA < 520,27,24
1995,B season,NMFS_AREA < 520,28,45
1995,B season,NMFS_AREA < 520,29,58
1995,B season,NMFS_AREA < 520,30,84
1995,B season,NMFS_AREA < 520,31,100
1995,B season,NMFS_AREA < 520,32,90
1995,B season,NMFS_AREA < 520,33,78
1995,B season,NMFS_AREA < 520,34,91
1995,B season,NMFS_AREA < 520,35,111
1995,B season,NMFS_AREA < 520,36,111
1995,B season,NMFS_AREA < 520,37,139
1995,B season,NMFS_AREA < 520,38,205
1995,B season,NMFS_AREA < 520,39,402
1995,B season,NMFS_AREA < 520,40,804
1995,B season,NMFS_AREA < 520,41,1732
1995,B season,NMFS_AREA < 520,42,3010
1995,B season,NMFS_AREA < 520,43,4279
1995,B season,NMFS_AREA < 520,44,5343
1995,B season,NMFS_AREA < 520,45,6119
1995,B season,NMFS_AREA < 520,46,6575
1995,B season,NMFS_AREA < 520,47,6930
1995,B season,NMFS_AREA < 520,48,7142
1995,B season,NMFS_AREA < 520,49,7241
1995,B season,NMFS_AREA < 520,50,7223
1995,B season,NMFS_AREA < 520,51,6980
1995,B season,NMFS_AREA < 520,52,6480
1995,B season,NMFS_AREA < 520,53,5652
1995,B season,NMFS_AREA < 520,54,4533
1995,B season,NMFS_AREA < 520,55,3441
1995,B season,NMFS_AREA < 520,56,2471
1995,B season,NMFS_AREA < 520,57,1808
1995,B season,NMFS_AREA < 520,58,1412
1995,B season,NMFS_AREA < 520,59,1031
1995,B season,NMFS_AREA < 520,60,845
1995,B season,NMFS_AREA < 520,61,578
1995,B season,NMFS_AREA < 520,62,428
1995,B season,NMFS_AREA < 520,63,349
1995,B season,NMFS_AREA < 520,64,214
1995,B season,NMFS_AREA < 520,65,431
1995,B season,NMFS_AREA > 519,20,1
1995,B season,NMFS_AREA > 519,21,2
1995,B season,NMFS_AREA > 519,22,8
1995,B season,NMFS_AREA > 519,23,10
1995,B season,NMFS_AREA > 519,24,15
1995,B season,NMFS_AREA > 519,25,25
1995,B season,NMFS_AREA > 519,26,26
1995,B season,NMFS_AREA > 519,27,52
1995,B season,NMFS_AREA > 519,28,100
1995,B season,NMFS_AREA > 519,29,149
1995,B season,NMFS_AREA > 519,30,169
1995,B season,NMFS_AREA > 519,31,199
1995,B season,NMFS_AREA > 519,32,213
1995,B season,NMFS_AREA > 519,33,228
1995,B season,NMFS_AREA > 519,34,237
1995,B season,NMFS_AREA > 519,35,291
1995,B season,NMFS_AREA > 519,36,357
1995,B season,NMFS_AREA > 519,37,420
1995,B season,NMFS_AREA > 519,38,452
1995,B season,NMFS_AREA > 519,39,470
1995,B season,NMFS_AREA > 519,40,501
1995,B season,NMFS_AREA > 519,41,502
1995,B season,NMFS_AREA > 519,42,500
1995,B season,NMFS_AREA > 519,43,490
1995,B season,NMFS_AREA > 519,44,477
1995,B season,NMFS_AREA > 519,45,436
1995,B season,NMFS_AREA > 519,46,400
1995,B season,NMFS_AREA > 519,47,331
1995,B season,NMFS_AREA > 519,48,303
1995,B season,NMFS_AREA > 519,49,242
1995,B season,NMFS_AREA > 519,50,197
1995,B season,NMFS_AREA > 519,51,138
1995,B season,NMFS_AREA > 519,52,131
1995,B season,NMFS_AREA > 519,53,98
1995,B season,NMFS_AREA > 519,54,75
1995,B season,NMFS_AREA > 519,55,73
1995,B season,NMFS_AREA > 519,56,50
1995,B season,NMFS_AREA > 519,57,40
1995,B season,NMFS_AREA > 519,58,32
1995,B season,NMFS_AREA > 519,59,21
1995,B season,NMFS_AREA > 519,60,20
1995,B season,NMFS_AREA > 519,61,9
1995,B season,NMFS_AREA > 519,62,9
1995,B season,NMFS_AREA > 519,63,6
1995,B season,NMFS_AREA > 519,64,5
1995,B season,NMFS_AREA > 519,65,23
1996,A season,NMFS_AREA < 520,21,1
1996,A season,NMFS_AREA < 520,22,6
1996,A season,NMFS_AREA < 520,23,11
1996,A season,NMFS_AREA < 520,24,20
1996,A season,NMFS_AREA < 520,25,45
1996,A season,NMFS_AREA < 520,26,50
1996,A season,NMFS_AREA < 520,27,53
1996,A season,NMFS_AREA < 520,28,39
1996,A season,NMFS_AREA < 520,29,36
1996,A season,NMFS_AREA < 520,30,25
1996,A season,NMFS_AREA < 520,31,27
1996,A season,NMFS_AREA < 520,32,48
1996,A season,NMFS_AREA < 520,33,101
1996,A season,NMFS_AREA < 520,34,216
1996,A season,NMFS_AREA < 520,35,328
1996,A season,NMFS_AREA < 520,36,506
1996,A season,NMFS_AREA < 520,37,749
1996,A season,NMFS_AREA < 520,38,1100
1996,A season,NMFS_AREA < 520,39,1584
1996,A season,NMFS_AREA < 520,40,2191
1996,A season,NMFS_AREA < 520,41,2798
1996,A season,NMFS_AREA < 520,42,3512
1996,A season,NMFS_AREA < 520,43,4228
1996,A season,NMFS_AREA < 520,44,4954
1996,A season,NMFS_AREA < 520,45,5460
1996,A season,NMFS_AREA < 520,46,5737
1996,A season,NMFS_AREA < 520,47,5789
1996,A season,NMFS_AREA < 520,48,5757
1996,A season,NMFS_AREA < 520,49,5629
1996,A season,NMFS_AREA < 520,50,5365
1996,A season,NMFS_AREA < 520,51,5104
1996,A season,NMFS_AREA < 520,52,4663
1996,A season,NMFS_AREA < 520,53,4183
1996,A season,NMFS_AREA < 520,54,3583
1996,A season,NMFS_AREA < 520,55,2837
1996,A season,NMFS_AREA < 520,56,2118
1996,A season,NMFS_AREA < 520,57,1581
1996,A season,NMFS_AREA < 520,58,1194
1996,A season,NMFS_AREA < 520,59,861
1996,A season,NMFS_AREA < 520,60,680
1996,A season,NMFS_AREA < 520,61,513
1996,A season,NMFS_AREA < 520,62,397
1996,A season,NMFS_AREA < 520,63,300
1996,A season,NMFS_AREA < 520,64,229
1996,A season,NMFS_AREA < 520,65,674
1996,A season,NMFS_AREA > 519,43,1
1996,A season,NMFS_AREA > 519,44,1
1996,A season,NMFS_AREA > 519,46,1
1996,A season,NMFS_AREA > 519,48,1
1996,A season,NMFS_AREA > 519,49,2
1996,A season,NMFS_AREA > 519,50,2
1996,A season,NMFS_AREA > 519,51,3
1996,A season,NMFS_AREA > 519,52,3
1996,A season,NMFS_AREA > 519,53,3
1996,A season,NMFS_AREA > 519,54,3
1996,A season,NMFS_AREA > 519,55,3
1996,A season,NMFS_AREA > 519,56,3
1996,A season,NMFS_AREA > 519,57,3
1996,A season,NMFS_AREA > 519,58,3
1996,A season,NMFS_AREA > 519,60,2
1996,A season,NMFS_AREA > 519,61,3
1996,A season,NMFS_AREA > 519,62,1
1996,A season,NMFS_AREA > 519,63,2
1996,A season,NMFS_AREA > 519,64,2
1996,A season,NMFS_AREA > 519,65,10
1996,B season,NMFS_AREA < 520,20,19
1996,B season,NMFS_AREA < 520,21,36
1996,B season,NMFS_AREA < 520,22,34
1996,B season,NMFS_AREA < 520,23,27
1996,B season,NMFS_AREA < 520,24,24
1996,B season,NMFS_AREA < 520,25,17
1996,B season,NMFS_AREA < 520,26,12
1996,B season,NMFS_AREA < 520,27,8
1996,B season,NMFS_AREA < 520,28,8
1996,B season,NMFS_AREA < 520,29,24
1996,B season,NMFS_AREA < 520,30,47
1996,B season,NMFS_AREA < 520,31,80
1996,B season,NMFS_AREA < 520,32,112
1996,B season,NMFS_AREA < 520,33,101
1996,B season,NMFS_AREA < 520,34,103
1996,B season,NMFS_AREA < 520,35,84
1996,B season,NMFS_AREA < 520,36,101
1996,B season,NMFS_AREA < 520,37,108
1996,B season,NMFS_AREA < 520,38,182
1996,B season,NMFS_AREA < 520,39,327
1996,B season,NMFS_AREA < 520,40,612
1996,B season,NMFS_AREA < 520,41,1093
1996,B season,NMFS_AREA < 520,42,1745
1996,B season,NMFS_AREA < 520,43,2706
1996,B season,NMFS_AREA < 520,44,3747
1996,B season,NMFS_AREA < 520,45,4833
1996,B season,NMFS_AREA < 520,46,5749
1996,B season,NMFS_AREA < 520,47,6412
1996,B season,NMFS_AREA < 520,48,6979
1996,B season,NMFS_AREA < 520,49,7368
1996,B season,NMFS_AREA < 520,50,7613
1996,B season,NMFS_AREA < 520,51,7651
1996,B season,NMFS_AREA < 520,52,7599
1996,B season,NMFS_AREA < 520,53,7423
1996,B season,NMFS_AREA < 520,54,7003
1996,B season,NMFS_AREA < 520,55,6251
1996,B season,NMFS_AREA < 520,56,5148
1996,B season,NMFS_AREA < 520,57,3877
1996,B season,NMFS_AREA < 520,58,2854
1996,B season,NMFS_AREA < 520,59,2054
1996,B season,NMFS_AREA < 520,60,1383
1996,B season,NMFS_AREA < 520,61,1033
1996,B season,NMFS_AREA < 520,62,750
1996,B season,NMFS_AREA < 520,63,511
1996,B season,NMFS_AREA < 520,64,380
1996,B season,NMFS_AREA < 520,65,836
1996,B season,NMFS_AREA > 519,20,32
1996,B season,NMFS_AREA > 519,21,30
1996,B season,NMFS_AREA > 519,22,19
1996,B season,NMFS_AREA > 519,23,51
1996,B season,NMFS_AREA > 519,24,39
1996,B season,NMFS_AREA > 519,25,76
1996,B season,NMFS_AREA > 519,26,97
1996,B season,NMFS_AREA > 519,27,100
1996,B season,NMFS_AREA > 519,28,143
1996,B season,NMFS_AREA > 519,29,199
1996,B season,NMFS_AREA > 519,30,301
1996,B season,NMFS_AREA > 519,31,421
1996,B season,NMFS_AREA > 519,32,516
1996,B season,NMFS_AREA > 519,33,647
1996,B season,NMFS_AREA > 519,34,740
1996,B season,NMFS_AREA > 519,35,818
1996,B season,NMFS_AREA > 519,36,853
1996,B season,NMFS_AREA > 519,37,862
1996,B season,NMFS_AREA > 519,38,823
1996,B season,NMFS_AREA > 519,39,753
1996,B season,NMFS_AREA > 519,40,686
1996,B season,NMFS_AREA > 519,41,598
1996,B season,NMFS_AREA > 519,42,589
1996,B season,NMFS_AREA > 519,43,553
1996,B season,NMFS_AREA > 519,44,488
1996,B season,NMFS_AREA > 519,45,466
1996,B season,NMFS_AREA > 519,46,415
1996,B season,NMFS_AREA > 519,47,374
1996,B season,NMFS_AREA > 519,48,295
1996,B season,NMFS_AREA > 519,49,243
1996,B season,NMFS_AREA > 519,50,192
1996,B season,NMFS_AREA > 519,51,147
1996,B season,NMFS_AREA > 519,52,126
1996,B season,NMFS_AREA > 519,53,87
1996,B season,NMFS_AREA > 519,54,74
1996,B season,NMFS_AREA > 519,55,64
1996,B season,NMFS_AREA > 519,56,37
1996,B season,NMFS_AREA > 519,57,43
1996,B season,NMFS_AREA > 519,58,45
1996,B season,NMFS_AREA > 519,59,31
1996,B season,NMFS_AREA > 519,60,30
1996,B season,NMFS_AREA > 519,61,14
1996,B season,NMFS_AREA > 519,62,15
1996,B season,NMFS_AREA > 519,63,11
1996,B season,NMFS_AREA > 519,64,5
1996,B season,NMFS_AREA > 519,65,15
1997,A season,NMFS_AREA < 520,20,3
1997,A season,NMFS_AREA < 520,21,12
1997,A season,NMFS_AREA < 520,22,18
1997,A season,NMFS_AREA < 520,23,76
1997,A season,NMFS_AREA < 520,24,167
1997,A season,NMFS_AREA < 520,25,255
1997,A season,NMFS_AREA < 520,26,345
1997,A season,NMFS_AREA < 520,27,399
1997,A season,NMFS_AREA < 520,28,388
1997,A season,NMFS_AREA < 520,29,395
1997,A season,NMFS_AREA < 520,30,324
1997,A season,NMFS_AREA < 520,31,243
1997,A season,NMFS_AREA < 520,32,261
1997,A season,NMFS_AREA < 520,33,351
1997,A season,NMFS_AREA < 520,34,451
1997,A season,NMFS_AREA < 520,35,565
1997,A season,NMFS_AREA < 520,36,785
1997,A season,NMFS_AREA < 520,37,1209
1997,A season,NMFS_AREA < 520,38,1804
1997,A season,NMFS_AREA < 520,39,2248
1997,A season,NMFS_AREA < 520,40,2820
1997,A season,NMFS_AREA < 520,41,3179
1997,A season,NMFS_AREA < 520,42,3611
1997,A season,NMFS_AREA < 520,43,3907
1997,A season,NMFS_AREA < 520,44,4216
1997,A season,NMFS_AREA < 520,45,4465
1997,A season,NMFS_AREA < 520,46,4567
1997,A season,NMFS_AREA < 520,47,4685
1997,A season,NMFS_AREA < 520,48,4656
1997,A season,NMFS_AREA < 520,49,4597
1997,A season,NMFS_AREA < 520,50,4490
1997,A season,NMFS_AREA < 520,51,4277
1997,A season,NMFS_AREA < 520,52,3937
1997,A season,NMFS_AREA < 520,53,3580
1997,A season,NMFS_AREA < 520,54,3189
1997,A season,NMFS_AREA < 520,55,2669
1997,A season,NMFS_AREA < 520,56,2172
1997,A season,NMFS_AREA < 520,57,1612
1997,A season,NMFS_AREA < 520,58,1210
1997,A season,NMFS_AREA < 520,59,920
1997,A season,NMFS_AREA < 520,60,637
1997,A season,NMFS_AREA < 520,61,455
1997,A season,NMFS_AREA < 520,62,337
1997,A season,NMFS_AREA < 520,63,237
1997,A season,NMFS_AREA < 520,64,188
1997,A season,NMFS_AREA < 520,65,645
1997,B season,NMFS_AREA < 520,20,13
1997,B season,NMFS_AREA < 520,21,18
1997,B season,NMFS_AREA < 520,22,9
1997,B season,NMFS_AREA < 520,23,9
1997,B season,NMFS_AREA < 520,24,2
1997,B season,NMFS_AREA < 520,25,7
1997,B season,NMFS_AREA < 520,26,3
1997,B season,NMFS_AREA < 520,27,6
1997,B season,NMFS_AREA < 520,28,10
1997,B season,NMFS_AREA < 520,29,16
1997,B season,NMFS_AREA < 520,30,33
1997,B season,NMFS_AREA < 520,31,88
1997,B season,NMFS_AREA < 520,32,175
1997,B season,NMFS_AREA < 520,33,245
1997,B season,NMFS_AREA < 520,34,325
1997,B season,NMFS_AREA < 520,35,445
1997,B season,NMFS_AREA < 520,36,528
1997,B season,NMFS_AREA < 520,37,611
1997,B season,NMFS_AREA < 520,38,687
1997,B season,NMFS_AREA < 520,39,937
1997,B season,NMFS_AREA < 520,40,1381
1997,B season,NMFS_AREA < 520,41,1818
1997,B season,NMFS_AREA < 520,42,2305
1997,B season,NMFS_AREA < 520,43,2805
1997,B season,NMFS_AREA < 520,44,3104
1997,B season,NMFS_AREA < 520,45,3379
1997,B season,NMFS_AREA < 520,46,3511
1997,B season,NMFS_AREA < 520,47,3598
1997,B season,NMFS_AREA < 520,48,3640
1997,B season,NMFS_AREA < 520,49,3703
1997,B season,NMFS_AREA < 520,50,3856
1997,B season,NMFS_AREA < 520,51,3955
1997,B season,NMFS_AREA < 520,52,4051
1997,B season,NMFS_AREA < 520,53,4082
1997,B season,NMFS_AREA < 520,54,4035
1997,B season,NMFS_AREA < 520,55,3896
1997,B season,NMFS_AREA < 520,56,3567
1997,B season,NMFS_AREA < 520,57,3145
1997,B season,NMFS_AREA < 520,58,2562
1997,B season,NMFS_AREA < 520,59,1951
1997,B season,NMFS_AREA < 520,60,1421
1997,B season,NMFS_AREA < 520,61,954
1997,B season,NMFS_AREA < 520,62,621
1997,B season,NMFS_AREA < 520,63,392
1997,B season,NMFS_AREA < 520,64,231
1997,B season,NMFS_AREA < 520,65,439
1997,B season,NMFS_AREA > 519,20,74
1997,B season,NMFS_AREA > 519,21,71
1997,B season,NMFS_AREA > 519,22,55
1997,B season,NMFS_AREA > 519,23,80
1997,B season,NMFS_AREA > 519,24,167
1997,B season,NMFS_AREA > 519,25,289
1997,B season,NMFS_AREA > 519,26,531
1997,B season,NMFS_AREA > 519,27,725
1997,B season,NMFS_AREA > 519,28,845
1997,B season,NMFS_AREA > 519,29,911
1997,B season,NMFS_AREA > 519,30,855
1997,B season,NMFS_AREA > 519,31,802
1997,B season,NMFS_AREA > 519,32,712
1997,B season,NMFS_AREA > 519,33,665
1997,B season,NMFS_AREA > 519,34,721
1997,B season,NMFS_AREA > 519,35,939
1997,B season,NMFS_AREA > 519,36,1218
1997,B season,NMFS_AREA > 519,37,1655
1997,B season,NMFS_AREA > 519,38,1999
1997,B season,NMFS_AREA > 519,39,2215
1997,B season,NMFS_AREA > 519,40,2360
1997,B season,NMFS_AREA > 519,41,2350
1997,B season,NMFS_AREA > 519,42,2296
1997,B season,NMFS_AREA > 519,43,2173
1997,B season,NMFS_AREA > 519,44,2014
1997,B season,NMFS_AREA > 519,45,1798
1997,B season,NMFS_AREA > 519,46,1531
1997,B season,NMFS_AREA > 519,47,1388
1997,B season,NMFS_AREA > 519,48,1173
1997,B season,NMFS_AREA > 519,49,1030
1997,B season,NMFS_AREA > 519,50,841
1997,B season,NMFS_AREA > 519,51,660
1997,B season,NMFS_AREA > 519,52,511
1997,B season,NMFS_AREA > 519,53,406
1997,B season,NMFS_AREA > 519,54,278
1997,B season,NMFS_AREA > 519,55,197
1997,B season,NMFS_AREA > 519,56,180
1997,B season,NMFS_AREA > 519,57,94
1997,B season,NMFS_AREA > 519,58,71
1997,B season,NMFS_AREA > 519,59,51
1997,B season,NMFS_AREA > 519,60,40
1997,B season,NMFS_AREA > 519,61,32
1997,B season,NMFS_AREA > 519,62,27
1997,B season,NMFS_AREA > 519,63,18
1997,B season,NMFS_AREA > 519,64,19
1997,B season,NMFS_AREA > 519,65,57
1998,A season,NMFS_AREA < 520,20,3
1998,A season,NMFS_AREA < 520,21,7
1998,A season,NMFS_AREA < 520,22,9
1998,A season,NMFS_AREA < 520,23,22
1998,A season,NMFS_AREA < 520,24,34
1998,A season,NMFS_AREA < 520,25,52
1998,A season,NMFS_AREA < 520,26,77
1998,A season,NMFS_AREA < 520,27,115
1998,A season,NMFS_AREA < 520,28,130
1998,A season,NMFS_AREA < 520,29,158
